#MLRT	#	0.8712	#MLRT
won't	V	0.8295	won't
hesitate	V	0.9361	hesitate
to	P	0.9511	to
react	V	0.9487	react
#2014inauguration	#	0.9704	#2014inauguration
			
ME	O	0.9107	ME
GUSTA	!	0.5523	GUSTA
LA	^	0.9323	LA
FABULOSA	!	0.4465	FABULOSA
DE	^	0.3001	DE
@Fanny_Lu	@	0.9990	@Fanny_Lu
*---*	E	0.9621	*---*
			
@VectorThaViper	@	0.9990	@VectorThaViper
send	V	0.8822	send
me	O	0.9918	me
ur	L	0.5261	ur
pin	N	0.9234	pin
na	!	0.6203	na
or	&	0.9822	or
any	D	0.6983	any
location	N	0.9883	location
dieing	V	0.9286	dieing
to	P	0.9511	to
see	V	0.8335	see
u	O	0.9843	u
			
Check	V	0.8890	Check
out	T	0.6015	out
"	,	0.9803	"
Cole	^	0.8649	Cole
Haan	^	0.4947	Haan
"	,	0.9803	"
Maya	^	0.9213	Maya
Angelou	^	0.7479	Angelou
(	,	0.9082	(
Director's	N	0.3351	Director's
Cut	V	0.5016	Cut
)	,	0.9412	)
""	,	0.9259	""
by	P	0.9649	by
@benhughestv	@	0.9989	@benhughestv
on	P	0.8343	on
Vimeo	^	0.6620	Vimeo
http://t.co/J5Nks1kOSK	U	0.9940	http://t.co/J5Nks1kOSK
#Vimeo	#	0.5812	#Vimeo
			
@s_nursyafiqah95	@	0.9989	@s_nursyafiqah95
@amirasyhrayahya	@	0.9990	@amirasyhrayahya
anak	!	0.4388	anak
polis	N	0.4450	polis
ade	G	0.3392	ade
.	,	0.9927	.
ape	!	0.3808	ape
ssh	^	0.6558	ssh
.	,	0.9927	.
kahkahkah	!	0.3712	kahkahkah
			
Kyu	^	0.9352	Kyu
with	P	0.9671	with
ahjumma	!	0.4436	ahjumma
bags	N	0.9496	bags
..	,	0.9687	..
oh	!	0.9988	oh
pls	!	0.4742	pls
hahaha	!	0.9987	hahaha
xD	E	0.9352	xD
http://t.co/nLUQxpEZiJ	U	0.9900	http://t.co/nLUQxpEZiJ
			
RT	~	0.7475	RT
@JaymiUJWorld	@	0.9990	@JaymiUJWorld
:	,	0.7421	:
Just	R	0.9985	Just
been	V	0.9227	been
to	P	0.9511	to
@RuPaul	@	0.9986	@RuPaul
shop	N	0.9632	shop
in	P	0.8576	in
LA	^	0.9323	LA
!	,	0.9924	!
Literally	R	0.9957	Literally
fangirled	!	0.2901	fangirled
haha	!	0.9993	haha
x	E	0.5815	x
http://t.co/MIGCsBBN3W	U	0.9940	http://t.co/MIGCsBBN3W
			
RT	~	0.7475	RT
@LFCChris_	@	0.9990	@LFCChris_
:	,	0.7421	:
PSG	^	0.9281	PSG
are	V	0.9783	are
basically	R	0.9897	basically
telling	V	0.9826	telling
UEFA	^	0.7910	UEFA
to	P	0.9511	to
go	V	0.8465	go
fuck	!	0.5770	fuck
themselves	O	0.8943	themselves
.	,	0.9927	.
			
RT	~	0.7475	RT
@_1DSlovakia	@	0.9989	@_1DSlovakia
:	,	0.7421	:
#NEW	#	0.6696	#NEW
|	G	0.6627	|
Niall	^	0.9790	Niall
on	P	0.8343	on
stage	N	0.8796	stage
at	P	0.9712	at
Croke	^	0.9352	Croke
Park	^	0.8408	Park
,	,	0.9918	,
Dublin	^	0.8528	Dublin
-	,	0.8444	-
24.05.2014	$	0.9464	24.05.2014
(	,	0.9082	(
30	$	0.9470	30
)	,	0.9412	)
http://t.co/EJy8ZdIui8	U	0.9940	http://t.co/EJy8ZdIui8
			
#USA	#	0.9499	#USA
#India	#	0.9699	#India
teamed	V	0.9744	teamed
up	T	0.8440	up
to	P	0.9511	to
put	V	0.7836	put
rift	N	0.8620	rift
between	P	0.9126	between
civilians	N	0.8883	civilians
&	&	0.9901	&
Army	N	0.9043	Army
for	P	0.9910	for
1	$	0.9900	1
reason	N	0.8972	reason
thats	L	0.9523	thats
Pak	^	0.5844	Pak
Forces	N	0.5649	Forces
took	V	0.9612	took
revenge	N	0.9748	revenge
of	P	0.8953	of
their	D	0.7901	their
plot	N	0.8768	plot
in	P	0.8576	in
Afg	^	0.9345	Afg
@HafizSaeedJUD	@	0.9990	@HafizSaeedJUD
			
From	P	0.9840	From
hostel	N	0.5870	hostel
to	P	0.9511	to
hostel	N	0.5870	hostel
when	R	0.9425	when
its	L	0.9816	its
actually	R	0.9907	actually
hve	!	0.4014	hve
to	P	0.9511	to
be	V	0.9569	be
from	P	0.9750	from
hostel	N	0.5870	hostel
to	P	0.9511	to
home	N	0.8327	home
kakak	^	0.3310	kakak
!!	,	0.9305	!!
Please	V	0.7761	Please
la	^	0.6695	la
			
RT	~	0.7475	RT
@Dunny_Gage716	@	0.9989	@Dunny_Gage716
:	,	0.7421	:
If	P	0.9686	If
u	O	0.9843	u
don't	V	0.9973	don't
fuck	!	0.5770	fuck
wit	P	0.3751	wit
Dunny	N	0.7383	Dunny
Gage	N	0.3087	Gage
then	R	0.9661	then
Fuck	!	0.4899	Fuck
Ya	!	0.9503	Ya
Life	N	0.9306	Life
#TeamDunny	#	0.9547	#TeamDunny
			
RT	~	0.7475	RT
@asianprsuazion	@	0.9990	@asianprsuazion
:	,	0.7421	:
Stop	V	0.8272	Stop
fuckin	!	0.4109	fuckin
with	P	0.9671	with
Quan	^	0.9150	Quan
and	&	0.9981	and
Connor	^	0.9379	Connor
and	&	0.9981	and
get	V	0.9655	get
yourself	O	0.8983	yourself
a	D	0.8948	a
Lee	^	0.9957	Lee
http://t.co/c7uD9sixE5	U	0.9940	http://t.co/c7uD9sixE5
			
Bitches	N	0.9513	Bitches
b	V	0.3261	b
so	R	0.5317	so
pressed	V	0.9547	pressed
to	P	0.9511	to
have	V	0.9703	have
kids	N	0.9182	kids
by	P	0.9649	by
niggas	N	0.8807	niggas
who	O	0.9764	who
don't	V	0.9973	don't
want	V	0.9638	want
dey	O	0.9114	dey
ass	N	0.8849	ass
			
Stop	V	0.8272	Stop
it	O	0.9694	it
...	~	0.6291	...
The	D	0.9468	The
spurs	N	0.7127	spurs
aint	V	0.7028	aint
gon	V	0.9396	gon
win	V	0.8692	win
it	O	0.9694	it
#js	#	0.9250	#js
			
RT	~	0.7475	RT
@Crooz	@	0.9986	@Crooz
:	,	0.7421	:
BIG	N	0.2536	BIG
SHOUT	V	0.8308	SHOUT
JAM	N	0.4769	JAM
-	,	0.8444	-
HIP	N	0.5619	HIP
HOP	N	0.8231	HOP
NIGHT	N	0.6561	NIGHT
Live	V	0.5448	Live
at	P	0.9712	at
CROOZ	!	0.3860	CROOZ
STAGE	N	0.8433	STAGE
Jakcloth	^	0.4441	Jakcloth
14	$	0.9851	14
.	,	0.9927	.
KAMIS	^	0.6093	KAMIS
29	$	0.9532	29
MAY	V	0.5710	MAY
2014	$	0.9070	2014
.	,	0.9927	.
Merapaaaat	!	0.3389	Merapaaaat
!!!	,	0.9690	!!!
Wohooo	!	0.9925	Wohooo
:D	E	0.9898	:D
http://t.co/pnesslRRtj	U	0.9900	http://t.co/pnesslRRtj
			
DFP	^	0.5044	DFP
SPORT	N	0.9653	SPORT
:	,	0.7421	:
ECB	^	0.8945	ECB
Yorkshire	^	0.9334	Yorkshire
Premier	^	0.4493	Premier
League	^	0.4799	League
:	,	0.7421	:
Doncaster	^	0.9563	Doncaster
suffer	V	0.7968	suffer
heavy	A	0.8565	heavy
defeat	V	0.4013	defeat
at	P	0.9712	at
Yorkshire	^	0.9334	Yorkshire
Academy	^	0.6639	Academy
http://t.co/YCE5GUwBqk	U	0.9940	http://t.co/YCE5GUwBqk
#doncaster	#	0.4814	#doncaster
			
@ningenn_	@	0.9990	@ningenn_
are	V	0.9783	are
you	O	0.9627	you
gonna	V	0.9473	gonna
wash	N	0.4130	wash
me	O	0.9918	me
?	,	0.9909	?
;)	E	0.9900	;)
haha	!	0.9993	haha
cause	P	0.4706	cause
I	O	0.9937	I
won't	V	0.8295	won't
hahaha	!	0.9987	hahaha
oh	!	0.9988	oh
well	!	0.9664	well
;p	E	0.9781	;p
			
RT	~	0.7475	RT
@gdbro	@	0.9980	@gdbro
:	,	0.7421	:
#openfollow	#	0.8397	#openfollow
for	P	0.9910	for
rp	!	0.5479	rp
#openheart	#	0.9297	#openheart
sekalian	G	0.3215	sekalian
siapa	!	0.5942	siapa
tau	G	0.3062	tau
kita	!	0.4428	kita
jodoh	!	0.3472	jodoh
wks/	!	0.4916	wks/
?	,	0.9909	?
			
@CookieeeK	@	0.9980	@CookieeeK
if	P	0.9711	if
you	O	0.9627	you
woulda	V	0.6478	woulda
gave	V	0.9118	gave
me	O	0.9918	me
a	D	0.8948	a
ticket	N	0.9528	ticket
i	O	0.9651	i
woulda	V	0.6478	woulda
!	,	0.9924	!
			
I	O	0.9937	I
Gotta	V	0.8744	Gotta
To	P	0.9549	To
The	D	0.9468	The
Utica	^	0.9198	Utica
..!	,	0.9621	..!
Vut	!	0.3239	Vut
Everytime	R	0.9648	Everytime
Somebody	N	0.9775	Somebody
See	V	0.8996	See
Me	O	0.9899	Me
They	O	0.9740	They
Jump	N	0.5558	Jump
To	P	0.9549	To
Conclusions	N	0.9871	Conclusions
			
Stacy	^	0.9929	Stacy
Keibler	^	0.9055	Keibler
Flaunts	V	0.9827	Flaunts
Her	O	0.5438	Her
Baby	N	0.9235	Baby
Bump	V	0.5633	Bump
in	P	0.8576	in
a	D	0.8948	a
Bikini	N	0.7679	Bikini
While	P	0.5838	While
on	P	0.8343	on
Babymoon	^	0.2106	Babymoon
With	P	0.9803	With
Hubby	N	0.8827	Hubby
Jared	^	0.9989	Jared
Pobre	^	0.6160	Pobre
http://t.co/8PRa3Lekgc	U	0.9940	http://t.co/8PRa3Lekgc
			
Law	N	0.8458	Law
enforcement	N	0.9658	enforcement
officers	^	0.6425	officers
hold	V	0.8836	hold
ceremony	N	0.9920	ceremony
in	P	0.8576	in
Rancho	^	0.6157	Rancho
Cucamonga	^	0.8537	Cucamonga
-	,	0.8444	-
Victorville	^	0.9618	Victorville
Daily	A	0.4272	Daily
Press	N	0.9023	Press
:	,	0.7421	:
Law	N	0.8458	Law
enforcement	N	0.9658	enforcement
officers	^	0.6425	officers
...	~	0.6291	...
http://t.co/zLapFBOqOM	U	0.9900	http://t.co/zLapFBOqOM
			
I	O	0.9937	I
only	R	0.7668	only
slept	V	0.9310	slept
two	$	0.9238	two
hours	N	0.9217	hours
lastnight	!	0.4857	lastnight
and	&	0.9981	and
im	L	0.9789	im
wide	A	0.8511	wide
awake	A	0.9029	awake
rn	!	0.3117	rn
lol	!	0.9995	lol
ayeee	!	0.9939	ayeee
			
RT	~	0.7475	RT
@WayToGay	@	0.9990	@WayToGay
:	,	0.7421	:
Bruuh	N	0.7915	Bruuh
its	L	0.9816	its
always	R	0.9795	always
just	R	0.9975	just
me	O	0.9918	me
and	&	0.9981	and
dae	!	0.4978	dae
up	T	0.8440	up
			
RT	~	0.7475	RT
@adilahaelf	@	0.9990	@adilahaelf
:	,	0.7421	:
openfollow	G	0.4176	openfollow
for	P	0.9910	for
KPOPERS	!	0.4422	KPOPERS
.	,	0.9927	.
KPOPERS	!	0.4422	KPOPERS
help	V	0.6466	help
RT	~	0.7475	RT
juseyo	!	0.5112	juseyo
;)	E	0.9900	;)
#bot	#	0.9443	#bot
			
New	A	0.9490	New
LOVE	N	0.5519	LOVE
MEI	!	0.4218	MEI
0.6	$	0.8554	0.6
mm	!	0.6270	mm
Ultra	!	0.4909	Ultra
Thin	A	0.8555	Thin
Metal	N	0.7666	Metal
Bumper	N	0.9541	Bumper
Case	N	0.9100	Case
for	P	0.9910	for
HTC	^	0.9348	HTC
One	$	0.7593	One
Max	^	0.9251	Max
T6	$	0.4633	T6
#7	#	0.8806	#7
$9.50	$	0.9099	$9.50
http://t.co/p9thTHI63Q	U	0.9940	http://t.co/p9thTHI63Q
			
RT	~	0.7475	RT
@lmGirlCode	@	0.9990	@lmGirlCode
:	,	0.7421	:
when	R	0.9425	when
u	O	0.9843	u
&	&	0.9901	&
bae	N	0.9032	bae
are	V	0.9783	are
in	P	0.8576	in
the	D	0.9792	the
same	A	0.9270	same
class	N	0.9759	class
http://t.co/Yp33PoMzrg	U	0.9940	http://t.co/Yp33PoMzrg
			
@crazyyjinkook	@	0.9990	@crazyyjinkook
omgg	!	0.9979	omgg
maybe	R	0.9308	maybe
shinee	^	0.6371	shinee
will	V	0.9478	will
come	V	0.9593	come
they	O	0.9737	they
weren't	V	0.7792	weren't
there	R	0.4143	there
last	A	0.8954	last
year	N	0.8672	year
i	O	0.9651	i
guess	V	0.9298	guess
			
RT	~	0.7475	RT
@fkkimjoo_	@	0.9990	@fkkimjoo_
:	,	0.7421	:
#openfollow	#	0.8397	#openfollow
for	P	0.9910	for
rp	!	0.5479	rp
yg	!	0.5939	yg
mau	!	0.6254	mau
folbackk	!	0.4623	folbackk
			
@Justiiiiiz	@	0.9980	@Justiiiiiz
Oh	!	0.9978	Oh
,	,	0.9918	,
You're	L	0.9686	You're
from	P	0.9750	from
the	D	0.9792	the
Philippines	N	0.5801	Philippines
pala	!	0.6191	pala
:)	E	0.9959	:)
Marikina	^	0.8456	Marikina
:)	E	0.9959	:)
			
@WillyTheKid0821	@	0.9989	@WillyTheKid0821
lmaoo	!	0.9983	lmaoo
he	O	0.9777	he
went	V	0.9059	went
super	R	0.4433	super
saiyan	N	0.7156	saiyan
			
Patek	^	0.9396	Patek
philippe	^	0.9824	philippe
couple	N	0.7781	couple
only	R	0.7668	only
250k/2pcs	$	0.8636	250k/2pcs
order	N	0.5781	order
here	R	0.7796	here
pin	N	0.9234	pin
:	,	0.7421	:
76536660	$	0.3714	76536660
sms	N	0.6257	sms
:	,	0.7421	:
085278738770	$	0.2994	085278738770
http://t.co/wjHzxgLNxT	U	0.9900	http://t.co/wjHzxgLNxT
			
TERSERAH	^	0.5141	TERSERAH
:(	E	0.9836	:(
"	,	0.9803	"
EXOffical_	!	0.1951	EXOffical_
:	,	0.7421	:
suho	^	0.6736	suho
gave	V	0.9118	gave
a	D	0.8948	a
teddy	N	0.5322	teddy
bear	N	0.5856	bear
and	&	0.9981	and
took	V	0.9612	took
a	D	0.8948	a
selca	N	0.7502	selca
with	P	0.9671	with
a	D	0.8948	a
fan	N	0.9084	fan
:	,	0.7421	:
<	~	0.8935	<
#LOSTPLANETinSEOUL	#	0.9312	#LOSTPLANETinSEOUL
"	,	0.9803	"
			
@TripleSGuate	@	0.9990	@TripleSGuate
WE	O	0.9335	WE
WILL	V	0.9234	WILL
TREND	N	0.9276	TREND
#HappyHyunJoongDay	#	0.9318	#HappyHyunJoongDay
on	P	0.8343	on
June	^	0.9680	June
6	$	0.9773	6
,	,	0.9918	,
12	$	0.9820	12
AM	V	0.5225	AM
KST	N	0.4477	KST
and	&	0.9981	and
#9thYearsWithSS501	#	0.9361	#9thYearsWithSS501
on	P	0.8343	on
June	^	0.9680	June
8	$	0.9739	8
,	,	0.9918	,
12	$	0.9820	12
AM	V	0.5225	AM
KST	N	0.4477	KST
.	,	0.9927	.
PLS	V	0.4096	PLS
HELP	V	0.6447	HELP
ME	O	0.9107	ME
SHARE	V	0.5428	SHARE
			
RT	~	0.7475	RT
@earlxsweat	@	0.9990	@earlxsweat
:	,	0.7421	:
finna	!	0.3843	finna
check	V	0.6567	check
in	P	0.8576	in
with	P	0.9671	with
ol	A	0.4966	ol
girl	N	0.8631	girl
about	P	0.8950	about
some	D	0.7045	some
cakes	N	0.9794	cakes
real	A	0.7729	real
briefly	R	0.6154	briefly
			
@kidwaiab	@	0.9989	@kidwaiab
aww	!	0.9973	aww
bsjfnskf	!	0.3082	bsjfnskf
yess	!	0.9964	yess
booo	!	0.9949	booo
,	,	0.9918	,
I	O	0.9937	I
just	R	0.9975	just
got	V	0.7838	got
homee	N	0.5765	homee
			
@Tattedpeanuts	@	0.9990	@Tattedpeanuts
@Buffs_and_Bands	@	0.9990	@Buffs_and_Bands
welp	!	0.9971	welp
go	V	0.8465	go
to	P	0.9511	to
the	D	0.9792	the
strip	N	0.9265	strip
lol	!	0.9995	lol
			
Al	^	0.3313	Al
gim	!	0.5458	gim
con	N	0.4743	con
mami	N	0.7458	mami
c	G	0.3278	c
:	,	0.7421	:
			
@Elanie_Rod	@	0.9980	@Elanie_Rod
im	L	0.9789	im
sorrry	!	0.7722	sorrry
imma	L	0.9699	imma
text	N	0.7899	text
you	O	0.9627	you
now	R	0.9613	now
			
CASSILLAS	^	0.2487	CASSILLAS
STOP	V	0.7587	STOP
FUCK	!	0.6435	FUCK
WID	!	0.2893	WID
ME	O	0.9107	ME
GOAAL	N	0.9055	GOAAL
UTE	^	0.7150	UTE
			
Where's	L	0.9126	Where's
bae	N	0.9032	bae
?	,	0.9909	?
Bae	N	0.8678	Bae
=	,	0.7656	=
Bacon	N	0.9027	Bacon
and	&	0.9981	and
Eggs	N	0.8545	Eggs
.	,	0.9927	.
			
Terima	^	0.3415	Terima
kasih	!	0.4989	kasih
,	,	0.9918	,
I	O	0.9937	I
truly	R	0.9199	truly
mean	V	0.6798	mean
it	O	0.9694	it
			
If	P	0.9686	If
you	O	0.9627	you
a	D	0.8948	a
real	A	0.7729	real
nigga	N	0.5857	nigga
next	A	0.4810	next
time	N	0.9685	time
u	O	0.9843	u
get	V	0.9655	get
a	D	0.8948	a
cut	N	0.8005	cut
put	V	0.7836	put
salt	N	0.8110	salt
I	O	0.9937	I
.	,	0.9927	.
The	D	0.9468	The
wound	V	0.4592	wound
or	&	0.9822	or
alcohol	N	0.9708	alcohol
since	P	0.8454	since
u	O	0.9843	u
so	R	0.5317	so
real	A	0.7729	real
			
im	L	0.9789	im
sorry	!	0.5410	sorry
but	&	0.9901	but
i	O	0.9651	i
really	R	0.9938	really
need	V	0.8664	need
to	P	0.9511	to
unfollow	V	0.4749	unfollow
			
SPIDERMAN	^	0.7915	SPIDERMAN
CARNAGE	N	0.9303	CARNAGE
MASK	N	0.9531	MASK
300RB	!	0.3015	300RB
LOM	!	0.4920	LOM
AMA	G	0.2693	AMA
ONGKIR	!	0.2427	ONGKIR
READY	A	0.8409	READY
STOCK	N	0.9669	STOCK
http://t.co/jSyssGvS0i	U	0.9940	http://t.co/jSyssGvS0i
			
i	O	0.9651	i
doing	V	0.9845	doing
like	P	0.7012	like
taryn	^	0.9618	taryn
what	O	0.9490	what
i	O	0.9651	i
dont	V	0.9006	dont
know	V	0.9285	know
look	V	0.8183	look
up	T	0.8440	up
			
RT	~	0.7475	RT
@LYeolNam	@	0.9990	@LYeolNam
:	,	0.7421	:
[	,	0.9656	[
PLS	V	0.4096	PLS
RT	~	0.7475	RT
]	,	0.9650	]
Have	V	0.9857	Have
SungJong	^	0.5601	SungJong
last	A	0.8954	last
romeo	^	0.9130	romeo
card	N	0.8120	card
,	,	0.9918	,
want	V	0.9638	want
SeongYeol	!	0.2878	SeongYeol
or	&	0.9822	or
MyungSoo	^	0.7162	MyungSoo
card	N	0.8120	card
(	,	0.9082	(
SG	^	0.9162	SG
only	R	0.7668	only
)	,	0.9412	)
			
WAGNER	^	0.9488	WAGNER
OLHA	!	0.7000	OLHA
O	!	0.7518	O
WHATS	L	0.9306	WHATS
CARAIO	!	0.5371	CARAIO
(	,	0.9082	(
@Francato11	@	0.9989	@Francato11
live	V	0.4463	live
on	P	0.8343	on
http://t.co/rekBwoBQlU	U	0.9900	http://t.co/rekBwoBQlU
)	,	0.9412	)
			
So	P	0.5666	So
ima	L	0.9573	ima
cum	V	0.4304	cum
n	&	0.7343	n
put	V	0.7836	put
it	O	0.9694	it
down	T	0.3734	down
			
RT	~	0.7475	RT
@itsohsodemi	@	0.9989	@itsohsodemi
:	,	0.7421	:
Christina	^	0.9975	Christina
Perri	^	0.9361	Perri
and	&	0.9981	and
Demi	^	0.8353	Demi
both	!	0.5961	both
have	V	0.9703	have
announcements	N	0.9550	announcements
at	P	0.9712	at
the	D	0.9792	the
same	A	0.9270	same
time	N	0.9685	time
:	,	0.7421	:
https://t.co/6M5TVpTycR	U	0.9943	https://t.co/6M5TVpTycR
http://t.co/7Nl33UCE5q	U	0.9940	http://t.co/7Nl33UCE5q
			
RT	~	0.7475	RT
@EXO_FANBASE	@	0.9987	@EXO_FANBASE
:	,	0.7421	:
[	,	0.9656	[
HQ	N	0.6470	HQ
]	,	0.9650	]
1405254	$	0.4694	1405254
Sehun	^	0.8658	Sehun
-	,	0.8444	-
EXO	^	0.8573	EXO
from	P	0.9750	from
Exoplanet	N	0.9192	Exoplanet
#1	$	0.4550	#1
-	,	0.8444	-
The	D	0.9468	The
Lost	V	0.7182	Lost
Planet	N	0.9680	Planet
Concert	N	0.9847	Concert
[	,	0.9656	[
cr	N	0.4422	cr
:	,	0.7421	:
sehun	^	0.7096	sehun
,	,	0.9918	,
please	V	0.8246	please
]	,	0.9650	]
http://t.co/ur5KA8tf10	U	0.9940	http://t.co/ur5KA8tf10
			
gary	^	0.8823	gary
oldman	^	0.7717	oldman
en	R	0.1963	en
State	N	0.7915	State
of	P	0.8953	of
Grace	^	0.9812	Grace
.	,	0.9927	.
me	O	0.9918	me
derrito	!	0.5907	derrito
.	,	0.9927	.
http://t.co/XIcVnMZeKo	U	0.9900	http://t.co/XIcVnMZeKo
			
smh	G	0.9277	smh
Scrappy	^	0.5969	Scrappy
need	V	0.8664	need
to	P	0.9511	to
STFD	V	0.4281	STFD
with	P	0.9671	with
his	D	0.9130	his
women	N	0.8590	women
#LHHATL	#	0.9479	#LHHATL
			
RT	~	0.7475	RT
@over_dyose	@	0.9990	@over_dyose
:	,	0.7421	:
CHANYEOL	^	0.5998	CHANYEOL
PICKED	V	0.9631	PICKED
KYUNGSOO	!	0.4457	KYUNGSOO
UP	T	0.6452	UP
IN	P	0.8539	IN
HIS	D	0.9026	HIS
ARMS	N	0.8680	ARMS
AT	P	0.6038	AT
THE	D	0.9569	THE
END	N	0.8727	END
OF	P	0.8227	OF
XOXO	E	0.8381	XOXO
GOOD	A	0.9441	GOOD
LORD	!	0.3752	LORD
HELP	V	0.6447	HELP
ME	O	0.9107	ME
			
Living	V	0.9064	Living
Colour	N	0.8161	Colour
~	G	0.4906	~
'	,	0.9122	'
What's	L	0.9860	What's
Your	D	0.5387	Your
Favourite	A	0.4072	Favourite
Color	N	0.9270	Color
?	,	0.9909	?
'	,	0.9122	'
from	P	0.9750	from
the	D	0.9792	the
album	N	0.9803	album
Vivid	A	0.8087	Vivid
[	,	0.9656	[
1988	$	0.9256	1988
]	,	0.9650	]
			
Idk	L	0.6590	Idk
if	P	0.9711	if
im	L	0.9789	im
crying	V	0.9949	crying
from	P	0.9750	from
emotions	N	0.9801	emotions
or	&	0.9822	or
onions	N	0.9432	onions
rn	!	0.3117	rn
lol	!	0.9995	lol
.	,	0.9927	.
@goopy666	@	0.9988	@goopy666
			
INCREIBLE	!	0.2693	INCREIBLE
!	,	0.9924	!
ACABO	!	0.5307	ACABO
DE	^	0.3001	DE
ESPIAR	^	0.2792	ESPIAR
A	D	0.7889	A
MI	!	0.2873	MI
AMIGA	^	0.4887	AMIGA
POR	G	0.6166	POR
WHATSAPP	!	0.5689	WHATSAPP
AQUI	!	0.4106	AQUI
http://t.co/ySPGJKQDmw	U	0.9900	http://t.co/ySPGJKQDmw
FUNCIONA	!	0.4875	FUNCIONA
GENIAL	!	0.3967	GENIAL
!!	,	0.9305	!!
			
RT	~	0.7475	RT
@SOSHlCHlLDS	@	0.9990	@SOSHlCHlLDS
:	,	0.7421	:
#openfollow	#	0.8397	#openfollow
for	P	0.9910	for
rp	!	0.5479	rp
.	,	0.9927	.
retweet	V	0.5104	retweet
jsy	!	0.4704	jsy
			
RT	~	0.7475	RT
@5SOS	@	0.9985	@5SOS
:	,	0.7421	:
Naw	!	0.9869	Naw
hello	!	0.9965	hello
Newcastle	^	0.9894	Newcastle
:)	E	0.9959	:)
you	O	0.9627	you
guys	N	0.9762	guys
are	V	0.9783	are
so	R	0.5317	so
sweet	A	0.9793	sweet
!	,	0.9924	!
Xo	E	0.8170	Xo
			
"	,	0.9803	"
@Semzy	@	0.9987	@Semzy
:	,	0.7421	:
kindly	!	0.6729	kindly
follow	V	0.9508	follow
back	R	0.5723	back
.	,	0.9927	.
"	,	0.9803	"
Nw	!	0.3867	Nw
ffn	^	0.6498	ffn
bae	N	0.9032	bae
			
La	^	0.8673	La
smooth	A	0.7800	smooth
dipsomaniac	!	0.3460	dipsomaniac
be	V	0.9569	be
sensible	A	0.9690	sensible
of	P	0.8953	of
in	P	0.8576	in
order	N	0.5781	order
to	P	0.9511	to
sharepoint	N	0.4783	sharepoint
under	P	0.9160	under
way	N	0.5969	way
ipad	^	0.6230	ipad
:	,	0.7421	:
Kky	^	0.8584	Kky
			
it	O	0.9694	it
feel	V	0.9161	feel
like	P	0.7012	like
i	O	0.9651	i
aint	V	0.7028	aint
went	V	0.9059	went
swimmin	N	0.5920	swimmin
n	&	0.7343	n
like	P	0.7012	like
2	$	0.5875	2
or	&	0.9822	or
3	$	0.9007	3
years	N	0.8823	years
			
CPR	^	0.7334	CPR
,	,	0.9918	,
AED	G	0.1927	AED
,	,	0.9918	,
First	A	0.8433	First
Aid	N	0.5299	Aid
and	&	0.9981	and
Epi	N	0.5812	Epi
pen	N	0.8425	pen
certified	A	0.3703	certified
tonight	R	0.4673	tonight
,	,	0.9918	,
I'm	L	0.9907	I'm
ready	A	0.9553	ready
to	P	0.9511	to
save	V	0.9359	save
lives	V	0.5430	lives
!	,	0.9924	!
			
Hapi	!	0.6317	Hapi
Sunday	^	0.8111	Sunday
2	$	0.5875	2
my	D	0.8420	my
special	A	0.8693	special
People	N	0.9953	People
around	P	0.4644	around
d	!	0.3287	d
global	A	0.8874	global
.....	,	0.9659	.....
#Exceeding	#	0.5142	#Exceeding
Grace	^	0.9812	Grace
for	P	0.9910	for
U	O	0.9513	U
All	D	0.7254	All
.	,	0.9927	.
			
Narendra	^	0.8256	Narendra
Modi`s	Z	0.3748	Modi`s
Cabinet	N	0.9453	Cabinet
:	,	0.7421	:
List	N	0.7846	List
likely	A	0.8295	likely
to	P	0.9511	to
be	V	0.9569	be
sent	V	0.9331	sent
to	P	0.9511	to
President	N	0.7301	President
today	N	0.9895	today
:	,	0.7421	:
With	P	0.9803	With
stage	N	0.8796	stage
set	V	0.5168	set
for	P	0.9910	for
Narendra	^	0.8256	Narendra
Modi`s	Z	0.3748	Modi`s
swearin	V	0.8927	swearin
...	~	0.6291	...
http://t.co/tkKRGJfJtf	U	0.9900	http://t.co/tkKRGJfJtf
			
Edward	^	0.9964	Edward
Snowden	^	0.8837	Snowden
Says	V	0.9827	Says
The	D	0.9468	The
U.S.	^	0.7976	U.S.
Stranded	V	0.9753	Stranded
Him	O	0.9247	Him
In	P	0.8841	In
Russia	^	0.9416	Russia
-	,	0.8444	-
Huffington	N	0.4222	Huffington
Post	N	0.7630	Post
http://t.co/Vmstv9RuSJ	U	0.9940	http://t.co/Vmstv9RuSJ
			
RT	~	0.7475	RT
@fadi9123	@	0.9987	@fadi9123
:	,	0.7421	:
"	,	0.9803	"
My	D	0.9244	My
bff	N	0.5576	bff
from	P	0.9750	from
10	$	0.9887	10
years	N	0.8823	years
"	,	0.9803	"
..	,	0.9687	..
w	G	0.3597	w
hini	!	0.6105	hini
3mron	^	0.3059	3mron
11	$	0.9866	11
			
Soil	N	0.9583	Soil
mining	N	0.7332	mining
:	,	0.7421	:
19	$	0.9848	19
dumpers	!	0.2590	dumpers
,	,	0.9918	,
machines	N	0.9512	machines
seized	V	0.9247	seized
in	P	0.8576	in
Greater	A	0.5498	Greater
Noida	^	0.9080	Noida
-	,	0.8444	-
IBNLive	^	0.1841	IBNLive
http://t.co/vrVlgnQpre	U	0.9900	http://t.co/vrVlgnQpre
#noida	#	0.6822	#noida
#news	#	0.9160	#news
			
